feature_name,family,index,SD21,SDXL,SD3,DALLE3,Midjourney,mean_mi,std_mi,max_mi,stability_score,specificity_ratio
hog_0102,hog,102,0.011686120019318347,0.015923191561682204,0.045780073995762116,0.03313270277001168,0.016480985736584408,0.02460061481667175,0.012879256520293283,0.045780073995762116,1.910095731676274,1.8609320326337977
hog_0103,hog,103,0.0,0.0,0.011973418888688192,0.008492424198915494,0.0,0.004093168617520737,0.005132521446638826,0.011973418888688192,0.7974964863916497,2.9252193306224576
hog_0104,hog,104,0.02157231801541659,0.0,0.037848349683144544,0.0016206288070379493,0.0,0.012208259301119817,0.015200532492048847,0.037848349683144544,0.8031467650464874,3.100224663433238
hog_0105,hog,105,0.04005107067615432,0.0,0.0,0.015674090644631544,0.004137784688682533,0.01197258920189368,0.015166886173409652,0.04005107067615432,0.7893900089719026,3.345230230115078
hog_0106,hog,106,0.0,0.0,0.02385191608542847,0.0,0.012069096291350778,0.00718420247535585,0.009555241077039062,0.02385191608542847,0.7518598082009096,3.320050186112947
hog_0107,hog,107,0.009164191813304079,0.0,0.0026571956773757677,0.0,0.0038593411434324487,0.003136145726822459,0.0033692896705670946,0.009164191813304079,0.9308029592752843,2.9221183227575676
hog_0108,hog,108,0.015467075311047296,0.005113267393419552,0.006664430035049351,0.0,0.0,0.00544895454790324,0.00568040529329919,0.015467075311047296,0.9592543678312273,2.83853945496014
hog_0109,hog,109,0.008448698083760808,0.013435564080619855,0.0222734385917589,0.007375677602258435,0.0,0.010306675671679599,0.0073656466282647146,0.0222734385917589,1.3992898101898157,2.1610689169052173
hog_0110,hog,110,0.0,0.03130785414353654,0.03736174717424112,0.013906660020175599,0.027574521417173647,0.02203015655102538,0.013440180943531664,0.03736174717424112,1.639126363287649,1.695936449283457
hog_0111,hog,111,0.005058514358755595,0.0063039138151583796,0.017499587087381085,0.025717802860225625,0.0,0.010915963624304137,0.009350695373685209,0.025717802860225625,1.1673957947157727,2.3559807809348836
hog_0112,hog,112,0.0,0.013417179230820642,0.03308955748696274,0.0,0.0,0.009301347343556676,0.012979708788470814,0.03308955748696274,0.7166067265863346,3.557501156258154
hog_0113,hog,113,0.0,0.009099526033177652,0.00715629021899189,0.0,0.0034915463710945005,0.003949472524652808,0.0036935915765954103,0.009099526033177652,1.0692767116976547,2.303984563101376
hog_0114,hog,114,0.0031520698899425437,0.01749373873988369,0.01037446376636808,0.0,0.004889137240192909,0.007181881927277445,0.006157961691935785,0.01749373873988369,1.1662756477369607,2.435815080393594
hog_0115,hog,115,0.0,0.004977383567278393,0.03803708372265824,0.0,0.0,0.008602893457987325,0.014842811095294043,0.03803708372265824,0.5795999708650155,4.421428614336056
hog_0116,hog,116,0.014916555258682074,0.00045194001281712026,0.031258742337476386,0.014654097347196027,0.03171813289731329,0.01859989357069698,0.011754311229737713,0.03171813289731329,1.5823889315820923,1.7052856281929314
hog_0117,hog,117,0.01883516976159294,0.0019124257222524754,0.014458315217327655,0.0,0.02621872494648736,0.012284927129532086,0.010002881944167466,0.02621872494648736,1.2281386474381615,2.134218830589609
hog_0118,hog,118,0.0,0.0,0.015494377097146517,0.0,0.0,0.0030988754194293034,0.006197750838858607,0.015494377097146517,0.49999991932558563,4.999998386511973
hog_0119,hog,119,0.020849986031923784,0.021385855515390073,0.0,0.0174982371155743,0.0,0.011946815732577632,0.009845130827658888,0.021385855515390073,1.2134744299730227,1.790088187849508
hog_0120,hog,120,0.0,0.018043412644993317,0.033689290216922796,0.01686846655933305,0.022104008731207436,0.01814103563049132,0.010846008597787562,0.033689290216922796,1.6725999979007804,1.8570763569430255
